product_name,gst,hsn_code,company
PENTEL-ZEE BP,18 %,39261011,Shree Agencies
PENTONIC VRT BLK,18 %,96081019,Shree Agencies
PENTONIC VRTBLUE,18 %,9608,Shree Agencies
Pen (Use and Throw),18 %,9608,Shree Agencies
PERMNENT MARKER RED PEN,18 %,9608,Shree Agencies
PILOT BALL PEN,18 %,9608,Shree Agencies
PILOT PEN V5 BLUE,18 %,96081099,Shree Agencies
Plastic Cover,18 %,96081019,Shree Agencies
PLCP 5010  210X330 RED 100 SHT,18 %,,Shree Agencies
PLCP 5010 210X330 WHITE 100 SHT,18 %,4816,Shree Agencies
PLCP MULTY COPY 210X330MM 100SHT FLD,18 %,4816,Shree Agencies
PLCP SAPHIRE 210X330MM 100SHEET FLD,18 %,481620,Shree Agencies
PLCP SAPHIRE 420X330MM 100SHEET FLD,18 %,481620,Shree Agencies
POCKET BOOK S.R.S,18 %,480990,Shree Agencies
POWER CELL,18 %,4820,Shree Agencies
PREMIUM WRITING PAD 1/8TH-80PAGES,18 %,8506,Shree Agencies
PRINCE WRITING PAD-1/8-160PAGE,18 %,482010,Shree Agencies
PULP B/P 7/-,18 %,482010,Shree Agencies
Punching Machine DP 280,18 %,9608,Shree Agencies
REYNOLDS BRITE PEN RED,18 %,,Shree Agencies
REYNOLDS RACER GEL BLUE,18 %,9608,Shree Agencies
REYNOLDS RACER GEL RED,18 %,9608,Shree Agencies
RIBBON RLS COTTON 13MMX60MTRS BLACK,18 %,9608,Shree Agencies
RIBBON RLS COTTON 13MMX 60MTRS Purple,18 %,9612,Shree Agencies
RORITO FASTY GEL PEN,18 %,9612,Shree Agencies
RORITO FLYMAX GEL BLUE-15/-,18 %,9609,Shree Agencies
RORITO FLYMAX GEL GREEN 15/-,18 %,96081099,Shree Agencies
RORITO FLYMAX GEL PEN 15/-,18 %,96086090,Shree Agencies
RORITO FLYMAX GEL RED 15/-,18 %,96086090,Shree Agencies
RORITO RACE RITE9/-,18 %,96081090,Shree Agencies
ROUND BRUSH SET,18 %,96081099,Shree Agencies
Rubber Band,18 %,96033010,Shree Agencies
RUBBER BAND500GMS,18 %,3824,Shree Agencies
SAPPHIRE BLUE 21X330MM 100 SHEET FLD,18 %,8443,Shree Agencies
SAPPHIRE CARBON,18 %,4816,Shree Agencies
SAPPHIRE CDARBON 420X330MM,18 %,4816,Shree Agencies
SCHOLAR BASIC G BOX,18 %,4816,Shree Agencies
SCHOLAR PLUS GEOMATRY BOX,18 %,90172010,Shree Agencies
SCISSOR GL-2185 215MM,18 %,90172010,Shree Agencies
SCISSOR MUNIX AS 5250,18 %,,Shree Agencies
SCISSORS,18 %,8305,Shree Agencies
SCISSORS GL-2185 216 MM,18 %,82130000,Shree Agencies
SCISSORS MUNIX AS 5143,18 %,8305,Shree Agencies
SCISSORS OFFER PACK,18 %,8305,Shree Agencies
Seal,18 %,82130000,Shree Agencies
SHEET CLAY 330GRAMS-24SHADES175/-,18 %,96110000,Shree Agencies
SILVER LINES 6/-,18 %,340700,Shree Agencies
SKETCH PEN MINI,18 %,82141010,Shree Agencies
Smart Correction Pen 7ml,18 %,96082000,Shree Agencies
SMOOTHE LINE PERMNT MARKER INK 15 ML BLACK,18 %,3824,Shree Agencies
SMOOTHIE DF USE&THROUGH BALL PEN,18 %,3215,Shree Agencies
SMOOTH LINE CD-DVD MARKER BLACK,18 %,9608,Shree Agencies
Smoothline CD/DVD MARKER PEN ASSORTED COLOURS,18 %,9608,Shree Agencies
SMOOTHLINE + HIGHLIGHTER PEN BLUE,18 %,9608,Shree Agencies
SMOOTHLINE + HIGHLIGHTER PEN GREEN,18 %,9608,Shree Agencies
SMOOTHLINE + HIGHLIGHTER PEN ORANGE,18 %,9608,Shree Agencies
SMOOTHLINE+ HIGHLIGHTER PEN PINK,18 %,9608,Shree Agencies
SMOOTHLINE PERMANENT MARKER  PEN BLACK,18 %,9608,Shree Agencies
Smooth Line Per Marker Pen Assorted Colour,18 %,9608,Shree Agencies
SMOOTH LINE PERMNENT MARKER GREEN INK 15ML,18 %,9608,Shree Agencies
SMOOTHLINE PLUS W B MARKER PEN BLACK,18 %,321590,Shree Agencies
SMOOTHLINE PLUS WB MARKER PEN BLUE,18 %,9608,Shree Agencies
SMOOTHLINE PLUS WB MARKER PEN GREEN,18 %,9608,Shree Agencies
SMOOTHLINE PLUS WB MARKER PEN RED,18 %,9608,Shree Agencies
Smoothline W.B.Marker Ink 15ml Assorted Colours,18 %,9608,Shree Agencies
SMOOTHLINE W.B. MARKER INK BLACK 15 ML,18 %,3215,Shree Agencies
Spring File,18 %,3215,Shree Agencies
STAFF ATTENDENCE 2 QUR BOOK,18 %,4802,Shree Agencies
Stamp Pad Ink 100 Ml Bottle,18 %,,Shree Agencies
STAMP PAD INK 100 ML PURPLE,18 %,3215,Shree Agencies
Stamp Pad Ink 25 Ml Bottle,18 %,3215,Shree Agencies
Stamp Pad Ink 500 Ml Bottle,18 %,3215,Shree Agencies
Stamp Pad Ink 50 Ml Bottle,18 %,3215,Shree Agencies
Standard Stapler No. 10,18 %,3215,Shree Agencies
Staple Pin No.10,18 %,,Shree Agencies
Staple Pin No. 24/6,18 %,84436030,Shree Agencies
STAPLER DS 23 S24,18 %,,Shree Agencies
STAPLER DS-23 S 24 FL,18 %,,Shree Agencies
STAPLER DS-45L,18 %,,Shree Agencies
STAPLER G-10,18 %,84729010,Shree Agencies
STAPLER HD-10D,18 %,,Shree Agencies
STAPLER HD-23L 24FL,18 %,,Shree Agencies
STAPLER HD-23 S 13,18 %,,Shree Agencies
STAPLER  HD 23 S 17,18 %,,Shree Agencies
STAPLER HP-45,18 %,,Shree Agencies
STAPLER ICON,18 %,,Shree Agencies
Stapler Pin 23/10,18 %,,Shree Agencies
Stapler Pin  23/13,18 %,8305,Shree Agencies
Stapler Pin 23/15,18 %,84436030,Shree Agencies
Stapler Pin 23/17,18 %,,Shree Agencies
STAPLER PIN 23/20,18 %,8305,Shree Agencies
STAPLER PIN 23/6,18 %,,Shree Agencies
STAPLER PIN 24/6,18 %,,Shree Agencies
Stapler Pin No. 10,18 %,8305,Shree Agencies
STAPLER PIN NO. 23/24,18 %,8305,Shree Agencies
STAPLER PIN NO.23/8,18 %,8305,Shree Agencies
STICK EAZY ADDHESSIVE GUM,18 %,,Shree Agencies
STICK EZY200MLMRP35,18 %,3506,Shree Agencies
Stick Ezy 20ml Mrp-5-00,18 %,3506,Shree Agencies
STICK EZY 50ML (HANGER OF 10 PCS),18 %,3506,Shree Agencies
Stick File Premium,18 %,3506,Shree Agencies
STUDY TABLE,18 %,82031000,Shree Agencies
SUMMER 10/- PEN,18 %,94029020,Shree Agencies
SYLVIA B/P 6/-,18 %,960810,Shree Agencies
TAG,18 %,96081099,Shree Agencies
TAPE DISPENSER CSM 201,18 %,48211010,Shree Agencies
TAPE DISPENSER CSM 301,18 %,84223000,Shree Agencies
TAPE DISPENSOR,18 %,84223000,Shree Agencies
Teaching Kit,18 %,39261011,Shree Agencies
Teamo B/p 7/-,18 %,4816,Shree Agencies
TEMPERA DHAMAL G&S 12SH GLITTER WB,18 %,96081099,Shree Agencies
Toner Drum,18 %,3213,Shree Agencies
TOTEMPEN-555,18 %,,Shree Agencies
TRACING PAPER A3,18 %,9608,Shree Agencies
T W CP 503 MED 210X330MM 100 SHT FLD,18 %,,Shree Agencies
TYPING RIBBON BLACK 10MTRS,18 %,4816,Shree Agencies
U-BALL PEN(100-00),18 %,9612,Shree Agencies
U BALL PEN (149),18 %,96081099,Shree Agencies
UBALL PEN(40),18 %,96081019,Shree Agencies
U BOLDDTRON BP,18 %,96081019,Shree Agencies
U-CLIKTRON BP,18 %,96081019,Shree Agencies
U FOUNTAIN PEN,18 %,96081019,Shree Agencies
U-I BALL 2X BP(20),18 %,96083019,Shree Agencies
U KENT BP (50),18 %,96081019,Shree Agencies
ULTRON CLICK BL,18 %,96081019,Shree Agencies
U Marcus Ballpen(80/-),18 %,9608,Shree Agencies
U NEXA-60/-,18 %,96081019,Shree Agencies
U NEXA 60 PEN,18 %,96081019,Shree Agencies
UNOMAX FOUNTAIN PEN (MRP-50),18 %,96081019,Shree Agencies
UNOMAX GELTRON FASHION,18 %,96083019,Shree Agencies
UNOMAX GELTRON(RT)GEL PEN,18 %,9608,Shree Agencies
UNOMAX GLITER,18 %,96081019,Shree Agencies
UNOMAX-I-BALL2XPEN,18 %,96081019,Shree Agencies
UNOMAX PAPER GLIDE,18 %,96083019,Shree Agencies
UNOMAX TURBO GLIDE PEN,18 %,96081012,Shree Agencies
UNO NEO 2X BALLPEN,18 %,96081012,Shree Agencies
U-PEN(125-00),18 %,96081019,Shree Agencies
U PEN (250/-),18 %,96081099,Shree Agencies
U PEN PENCILE(150),18 %,96081019,Shree Agencies
U-PERAL BALL PEN,18 %,,Shree Agencies
U POP GEL PEN,18 %,96081019,Shree Agencies
U PRESTO PEN,18 %,96081019,Shree Agencies
U Refill,18 %,96081019,Shree Agencies
U-SONET(75),18 %,96081099,Shree Agencies
U XTRON BP,18 %,96081019,Shree Agencies
VIKASA CR 200,18 %,96081099,Shree Agencies
VIM BAR250GRMS,18 %,48171000,Shree Agencies
Visiting Card,18 %,3402,Shree Agencies
VOUCHER FILE,18 %,,Shree Agencies
Wax Crayons Shades 12,18 %,4819,Shree Agencies
WHITE BOARD 2 X 3,18 %,,Shree Agencies
WHITE BOARD MARKER INK BLACK,18 %,,Shree Agencies
WHITE BOARD MARKER INK BLUE 15ML,18 %,9608,Shree Agencies
WHITE BOARD MARKER INK RED 15ML,18 %,3215,Shree Agencies
WHITE BOARD MARKER PEN BLACK,18 %,3215,Shree Agencies
WHITE BOARD MARKER PEN GREEN,18 %,9608,Shree Agencies
WHITE BOARD MARKER PEN RED,18 %,960820,Shree Agencies
White Bond 2 X2,18 %,9612,Shree Agencies
WHTE BOARD MARKER PEN BLUE,18 %,,Shree Agencies
WINDOUS COVER,18 %,9608,Shree Agencies
WINDOWS COVER SPECIAL  SIZE,18 %,,Shree Agencies
W-MEOW-PEN,18 %,,Shree Agencies
WOODY BALL PEN10/-,18 %,9608,Shree Agencies
WORKSHOP DIARY,18 %,9608,Shree Agencies
W-Quote Pen,18 %,4820,Shree Agencies
WRITOMETER B/P 25/-,18 %,9608,Shree Agencies
WRITTING PAD,18 %,960810,Shree Agencies
W-TIK TAK PEN,18 %,,Shree Agencies
Y COMPASS,18 %,9608,Shree Agencies
Y EXAM BOARD (140/-),18 %,901720,Shree Agencies
YOLO BALL PEN10/-,18 %,482090,Shree Agencies
YOUVA GRAPH BOOK 96PAGE,18 %,9608,Shree Agencies
YUVA GRAPH BOOK 60PAGE,18 %,482010,Shree Agencies
ZAP GEL,18 %,482010,Shree Agencies
,18 %,9608,Shree Agencies
APSARA ERASER NONDUS-MRP5,,,Shree Agencies
APSARA ERASER NONDUST,5 %,40169200,Shree Agencies
CAMLIN SPIN ERASER,5 %,40169200,Shree Agencies
C FRUTY ERASER 5/-,5 %,40169200,Shree Agencies
ERAZER CUBE@5%,5 %,40169200,Shree Agencies
EXAM ERASER,5 %,4016,Shree Agencies
JUTE DARA,5 %,40169200,Shree Agencies
KORES NONDUST ERASER(JUMBO),5 %,5303,Shree Agencies
NATRAJ WILD ERASE MRP-10,5 %,4016,Shree Agencies
PAT RICE BRAN OIL 175/-,5 %,40169200,Shree Agencies
SUPREME XI ERASER,5 %,15159040,Shree Agencies
T-SHIRT,5 %,40169200,Shree Agencies
,5 %,6109,Shree Agencies
BAMBALIO LAMINATION SHEET 425 A,,,Shree Agencies
,14.50 %,,Shree Agencies
KOOL CLAY 100 GMS 12 SHD WITH 4 MOULD &1,,,Shree Agencies
,28 %,3407,Shree Agencies
Kores Duble Side Tape,,,Shree Agencies
Sprial Pad 1/6 80 Pages,,,Shree Agencies
,,4820,Shree Agencies
CELLO TRAVEL STAR WATER JUG,,,Shree Agencies
DUSTLESS CHALK COLOUR 10 PCS(240BOX),,392310,Shree Agencies
DUSTLESS CHALK COLOUR 144 PCS,,960990,Shree Agencies
Dustless Chalk White 12 PCS,,9609,Shree Agencies
DUSTLESS CHALK WHITE 144 PCS,,9609,Shree Agencies
Zero Dustless Chalk Colour 12 Pcs,,960990,Shree Agencies
ZERO DUSTLESS CHALK WHITE 10PCS,,9609,Shree Agencies
,,9609,Shree Agencies
CALCIUM CARBONATE CHALK COLOUR BOX,,,Shree Agencies
DUSTLESS CHALK WHITE 10PCS(240BOX),,9609990,Shree Agencies
DUSTLESS CHALK WHTE144(WHITE BOX),,960990,Shree Agencies
FROM REGISTER-5,,960990,Shree Agencies
PREMIUM CALCIUM CARBONETE CHALK WHTE 10PCS,,,Shree Agencies
TO REGISTAR-5,,960990,Shree Agencies
,,48201020,Shree Agencies
Bambalio Numbering M45-6,,,Shree Agencies
Clay Activity Kit,,,Shree Agencies
CTN RBN 13X10 MTR GODREJ M12 PURPLE BLST,,,Shree Agencies
Delite Plus Extra Dark Pencil Pkt 10 Pcs,,,Shree Agencies
FRIGHT DISCOUNT,,,Shree Agencies
Glitter Glue 15 ML 10 Single Colour,,,Shree Agencies
HAND COVER,,,Shree Agencies
Harpic,,,Shree Agencies
Kool Clay 100 Gms 6 Shades (Flat Pack),,,Shree Agencies
Kool Clay 100 Gms 6shades in Cup with 3 Mld,,,Shree Agencies
Kool Toolz Stic Ezy 50 ML Hanger 1 0 Bottle,,,Shree Agencies
KORES CLAY 100GMS MRP70,,,Shree Agencies
Kores K.Clay 220gms 12Shd 4Mlds+1rolls-Mrp-140,,,Shree Agencies
K.SMOOTHLINE W.B.MARKER INK RED 15ML,,,Shree Agencies
PAINT MARKER PEN WHITE,,,Shree Agencies
Pocket Book,,,Shree Agencies
Rto Forums-26-28-30,,,Shree Agencies
SMART CORRECTION PEN 5 ML,,,Shree Agencies
SMOOTHLINE PLUS PERMANENT MARKER RED,,,Shree Agencies
Smoothline WB Marker Ink 50 ML Bk/Bl/Rd/Gr,,,Shree Agencies
TW 77 Std Wt Black with ISI MARK F/S,,,Shree Agencies
Visiting Card Empty Box,,,Shree Agencies
Vuncil Lneon ET Pencil Pkt 10 Pcs,,,Shree Agencies
White Board 1.5X1.5,,,Shree Agencies
,,,Shree Agencies
Cello Tape 1/2 inch,,,Shree Agencies
P Cover,,,Shree Agencies
Sealing Wax,,,Shree Agencies
,,,Shree Agencies
